,precision,recall,f1-score,support
Benign Masses,0.7707828894269573,0.7998324958123953,0.7850390464447186,1194.0
Malignant Masses,0.8276856524873828,0.8016759776536313,0.8144732174529974,1432.0
accuracy,0.8008377760853008,0.8008377760853008,0.8008377760853008,0.8008377760853008
macro avg,0.79923427095717,0.8007542367330134,0.799756131948858,2626.0
weighted avg,0.8018128805551099,0.8008377760853008,0.8010899729046788,2626.0
